"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01293099999","2024-04-01","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.7"," 6","  33.2"," 6","1009.6"," 6","988.6"," 6","999.9"," 0","  2.6"," 6","  3.9","999.9","  41.2"," ","  34.0"," "," 0.00","E","999.9","000000"
"01293099999","2024-04-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  31.6"," 7","  22.6"," 7","1012.0"," 7","990.8"," 7","999.9"," 0","  3.9"," 7","  5.8","999.9","  36.3"," ","  25.7"," "," 0.00","A","999.9","000000"
"01293099999","2024-04-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  22.6","24","   9.1","24","1016.2","24","994.5","24","999.9"," 0","  2.9","24","  5.8","999.9","  30.2"," ","  13.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  24.1","24","  11.5","24","1012.4","24","990.9","24","999.9"," 0","  6.5","24"," 11.7","999.9","  31.5"," ","  11.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  30.4","24","  17.7","24","1006.2","24","985.1","24","999.9"," 0","  5.6","24","  9.7","999.9","  36.1"," ","  25.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.4","24","  22.3","24","1006.4","24","985.4","24","999.9"," 0","  4.0","24","  7.8","999.9","  43.5"," ","  16.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.8","24","  37.4","24"," 993.5","24","973.2","24","999.9"," 0","  4.5","24"," 15.5","999.9","  54.7"," ","  30.9"," "," 0.12","G","999.9","000000"
"01293099999","2024-04-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.0","24","  32.4","24","1001.0","24","980.6","24","999.9"," 0","  5.4","24","  9.7","999.9","  57.0"," ","  30.4"," "," 0.08","G","999.9","000000"
"01293099999","2024-04-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.8","24","  32.4","24","1005.7","24","985.2","24","999.9"," 0","  3.5","24","  9.7","999.9","  59.0"," ","  26.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  41.8","24","  38.1","24"," 999.7","24","979.2","24","999.9"," 0","  4.1","24","  9.7","999.9","  51.4"," ","  37.2"," "," 0.10","G","999.9","000000"
"01293099999","2024-04-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  40.5","24","  36.3","24","1006.8","24","986.0","24","999.9"," 0","  3.6","24"," 11.7","999.9","  46.6"," ","  32.0"," "," 0.39","G","999.9","000000"
"01293099999","2024-04-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  45.9","24","  37.9","24","1009.5","24","988.9","24","999.9"," 0","  5.1","24","  9.7","999.9","  54.9"," ","  37.4"," "," 0.36","G","999.9","000000"
"01293099999","2024-04-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.6","24","  35.4","24","1001.8","24","981.3","24","999.9"," 0","  4.5","24"," 15.5","999.9","  56.5"," ","  33.6"," "," 0.05","G","999.9","000000"
"01293099999","2024-04-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.0","24","  32.9","24"," 999.0","24","978.2","24","999.9"," 0","  4.4","24"," 11.7","999.9","  46.8"," ","  31.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.0","24","  25.8","24","1005.8","24","984.8","24","999.9"," 0","  2.3","24","  3.9","999.9","  44.6"," ","  24.1"," "," 0.26","G","999.9","000000"
"01293099999","2024-04-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.1","24","  21.1","24","1006.4","24","985.4","24","999.9"," 0","  2.4","24","  5.8","999.9","  48.9"," ","  16.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.2","23","  24.7","23","1012.6","23","991.5","23","999.9"," 0","  3.6","23","  7.8","999.9","  46.4"," ","  29.1"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-18","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.9","24","  23.4","24","1013.8","24","992.7","24","999.9"," 0","  3.9","24","  9.7","999.9","  42.6"," ","  27.9"," "," 0.11","G","  0.8","000000"
"01293099999","2024-04-19","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.8","24","  19.1","24","1010.7","24","989.7","24","999.9"," 0","  4.8","24","  9.7","999.9","  43.3"," ","  23.7"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-20","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.8","24","  17.6","24","1019.9","24","998.7","24","999.9"," 0","  3.9","24","  7.8","999.9","  46.6"," ","  19.0"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-21","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.5","24","  21.2","24","1032.1","24","010.7","24","999.9"," 0","  2.6","24","  5.8","999.9","  48.0"," ","  25.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.2","24","  17.8","24","1025.7","24","004.4","24","999.9"," 0","  4.1","24","  7.8","999.9","  47.3"," ","  19.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.5","24","  33.6","24","1014.6","24","993.6","24","999.9"," 0","  4.0","24","  7.8","999.9","  42.8"," ","  32.9"," "," 0.03","G","999.9","000000"
"01293099999","2024-04-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.9","24","  31.1","24","1010.7","24","989.7","24","999.9"," 0","  3.2","24","  7.8","999.9","  42.4"," ","  29.1"," "," 0.20","G","999.9","000000"
"01293099999","2024-04-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  37.7","24","  27.1","24","1007.5","24","986.6","24","999.9"," 0","  4.1","24","  9.7","999.9","  49.6"," ","  27.0"," "," 0.01","G","999.9","000000"
"01293099999","2024-04-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.3","24","  25.8","24","1010.5","24","989.7","24","999.9"," 0","  3.2","24","  7.8","999.9","  51.1"," ","  26.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  37.2","24","  30.7","24","1014.8","24","993.8","24","999.9"," 0","  2.3","24","  3.9","999.9","  46.0"," ","  28.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.1","24","  30.2","24","1017.3","24","996.5","24","999.9"," 0","  5.7","24"," 11.7","999.9","  53.6"," ","  29.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.8","24","  36.4","24","1014.8","24","994.1","24","999.9"," 0","  5.2","24","  9.7","999.9","  55.2"," ","  34.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-04-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  46.5","22","  33.5","22","1025.1","22","004.2","22","999.9"," 0","  4.1","22","  7.8","999.9","  60.6"," ","  28.8"," "," 0.11","G","999.9","000000"
"01293099999","2024-05-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  54.8","24","  37.1","24","1021.7","24","001.3","24","999.9"," 0","  2.4","24","  5.8","999.9","  72.1"," ","  36.7"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  55.5","24","  39.2","24","1018.4","24","998.0","24","999.9"," 0","  2.7","24","  5.8","999.9","  74.3"," ","  33.1"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  54.8","24","  36.0","24","1014.4","24","994.1","24","999.9"," 0","  3.1","24","  5.8","999.9","  73.6"," ","  34.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  52.8","24","  35.3","24","1009.5","24","989.2","24","999.9"," 0","  2.7","24","  3.9","999.9","  70.0"," ","  32.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.8","24","  32.5","24","1013.6","24","992.9","24","999.9"," 0","  5.5","24","  9.7","999.9","  62.1"," ","  31.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.2","22","  37.4","22","1020.2","22","999.2","22","999.9"," 0","  1.7","22","  3.9","999.9","  46.8"," ","  28.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  46.5","20","  39.0","20","1023.7","20","002.9","20","999.9"," 0","  2.7","20","  3.9","999.9","  56.8"," ","  39.2"," "," 0.23","G","999.9","000000"
"01293099999","2024-05-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.6","24","  39.4","24","1016.7","24","995.9","24","999.9"," 0","  4.0","24","  9.7","999.9","  53.1"," ","  36.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  42.7","24","  31.8","24","1024.0","24","003.1","24","999.9"," 0","  2.1","24","  3.9","999.9","  52.9"," ","  35.1"," "," 0.15","G","999.9","000000"
"01293099999","2024-05-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  47.9","24","  40.3","24","1023.7","24","003.0","24","999.9"," 0","  2.2","24","  5.8","999.9","  57.6"," ","  35.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  56.7","24","  46.9","24","1022.2","24","001.8","24","999.9"," 0","  2.6","24","  7.8","999.9","  70.3"," ","  45.7"," "," 0.10","G","999.9","000000"
"01293099999","2024-05-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  61.5","24","  43.0","24","1017.5","24","997.4","24","999.9"," 0","  5.7","24"," 11.7","999.9","  75.6"," ","  43.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  63.6","24","  40.2","24","1014.2","24","994.3","24","999.9"," 0","  4.5","24"," 11.7","999.9","  77.5"," ","  44.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  61.5","24","  40.8","24","1016.8","24","996.7","24","999.9"," 0","  2.7","24","  3.9","999.9","  79.5"," ","  38.7"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  64.1","24","  42.6","24","1019.2","24","999.2","24","999.9"," 0","  3.5","24","  7.8","999.9","  80.6"," ","  40.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  63.1","24","  41.1","24","1017.7","24","997.6","24","999.9"," 0","  5.8","24"," 11.7","999.9","  76.1"," ","  47.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-18","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  57.2","24","  43.9","24","1014.1","24","993.9","24","999.9"," 0","  3.7","24","  9.7","999.9","  74.5"," ","  40.3"," "," 0.00","G","  0.8","000000"
"01293099999","2024-05-19","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  46.1","24","  37.9","24","1017.0","24","996.3","24","999.9"," 0","  4.4","24","  7.8","999.9","  54.7"," ","  32.5"," "," 0.04","G","999.9","000000"
"01293099999","2024-05-20","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.7","24","  29.1","24","1021.4","24","000.7","24","999.9"," 0","  2.5","24","  5.8","999.9","  66.2"," ","  27.1"," "," 0.04","G","999.9","000000"
"01293099999","2024-05-21","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  60.2","24","  39.3","24","1020.2","24","000.0","24","999.9"," 0","  3.3","24","  7.8","999.9","  79.2"," ","  33.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  63.1","24","  39.7","24","1019.2","24","999.1","24","999.9"," 0","  5.1","24","  9.7","999.9","  77.9"," ","  41.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  67.4","24","  40.6","24","1018.2","24","998.3","24","999.9"," 0","  6.3","24","  9.7","999.9","  79.3"," ","  46.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  68.2","24","  50.4","24","1019.2","24","999.3","24","999.9"," 0","  3.1","24","  7.8","999.9","  82.0"," ","  49.5"," "," 0.00","G","  2.0","000000"
"01293099999","2024-05-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  68.5","24","  50.2","24","1022.7","24","002.7","24","999.9"," 0","  3.1","24","  5.8","999.9","  85.6"," ","  47.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  69.2","23","  54.5","23","1021.7","23","001.8","23","999.9"," 0","  4.3","23","  9.7","999.9","  83.5"," ","  54.9"," "," 0.00","G","  3.1","000000"
"01293099999","2024-05-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  66.6","24","  51.8","24","1014.4","24","994.5","24","999.9"," 0","  6.7","24"," 13.6","999.9","  75.4"," ","  54.5"," "," 0.06","G","  1.6","000000"
"01293099999","2024-05-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  65.1","24","  50.3","24","1012.3","24","992.4","24","999.9"," 0","  3.5","24","  5.8","999.9","  78.8"," ","  53.4"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  61.8","24","  51.1","24","1008.8","24","988.9","24","999.9"," 0","  5.9","24"," 13.6","999.9","  73.8"," ","  50.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-05-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  61.9","24","  47.5","24","1010.7","24","990.7","24","999.9"," 0","  3.6","24","  7.8","999.9","  73.2"," ","  43.5"," "," 0.08","G","999.9","000000"
"01293099999","2024-05-31","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  60.6","24","  52.4","24","1016.8","24","996.6","24","999.9"," 0","  3.2","24"," 11.7","999.9","  77.0"," ","  52.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-01","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  56.0","24","  49.2","24","1021.5","24","001.1","24","999.9"," 0","  3.0","24","  5.8","999.9","  63.7"," ","  50.4"," "," 0.10","G","999.9","000000"
"01293099999","2024-06-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  58.3","24","  47.1","24","1015.9","24","995.7","24","999.9"," 0","  2.6","24","  7.8","999.9","  71.1"," ","  49.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  50.5","23","  46.7","23","1005.4","23","985.1","23","999.9"," 0","  3.7","23","  7.8","999.9","  61.2"," ","  43.5"," "," 0.09","G","999.9","000000"
"01293099999","2024-06-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  56.3","24","  39.1","24","1000.7","24","980.8","24","999.9"," 0","  7.3","24"," 13.6","999.9","  66.9"," ","  39.7"," "," 0.09","G","999.9","000000"
"01293099999","2024-06-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  52.1","24","  43.6","24"," 996.8","24","976.7","24","999.9"," 0","  6.4","24"," 15.5","999.9","  63.0"," ","  37.8"," "," 0.00","G","  1.2","000000"
"01293099999","2024-06-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.4","24","  38.5","24","1004.3","24","983.9","24","999.9"," 0","  2.7","24","  9.7","999.9","  62.4"," ","  32.2"," "," 0.29","G","999.9","000000"
"01293099999","2024-06-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  49.5","24","  39.7","24","1007.3","24","987.0","24","999.9"," 0","  3.2","24","  9.7","999.9","  65.3"," ","  36.1"," "," 0.01","G","999.9","000000"
"01293099999","2024-06-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  52.3","24","  38.4","24","1001.2","24","981.0","24","999.9"," 0","  6.3","24"," 13.6","999.9","  65.7"," ","  34.9"," "," 0.03","G","999.9","000000"
"01293099999","2024-06-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  50.9","24","  43.4","24"," 990.4","24","970.5","24","999.9"," 0","  3.8","24","  5.8","999.9","  55.2"," ","  47.7"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.2","24","  42.6","24"," 995.6","24","975.4","24","999.9"," 0","  3.1","24","  7.8","999.9","  57.7"," ","  41.9"," "," 0.08","G","999.9","000000"
"01293099999","2024-06-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  47.3","24","  44.2","24","1005.0","24","984.6","24","999.9"," 0","  4.0","24","  7.8","999.9","  56.7"," ","  41.2"," "," 1.36","G","999.9","000000"
"01293099999","2024-06-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  51.4","24","  38.2","24","1009.7","24","989.3","24","999.9"," 0","  2.4","24","  3.9","999.9","  62.8"," ","  39.0"," "," 0.06","G","999.9","000000"
"01293099999","2024-06-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  59.9","24","  41.6","24","1009.0","24","989.0","24","999.9"," 0","  3.6","24","  9.7","999.9","  72.1"," ","  45.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  57.4","24","  44.2","24","1009.5","24","989.4","24","999.9"," 0","  3.0","24","  9.7","999.9","  74.1"," ","  43.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  57.9","24","  43.4","24","1008.1","24","988.0","24","999.9"," 0","  3.7","24","  7.8","999.9","  74.8"," ","  38.5"," "," 0.12","G","999.9","000000"
"01293099999","2024-06-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  56.0","24","  46.2","24","1006.9","24","986.8","24","999.9"," 0","  4.9","24"," 11.7","999.9","  69.3"," ","  44.2"," "," 0.02","G","999.9","000000"
"01293099999","2024-06-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  59.2","24","  47.7","24","1009.6","24","989.5","24","999.9"," 0","  4.0","24"," 11.7","999.9","  70.7"," ","  45.7"," "," 0.01","G","  1.2","000000"
"01293099999","2024-06-18","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  55.8","24","  49.0","24","1006.2","24","986.1","24","999.9"," 0","  2.3","24","  7.8","999.9","  71.8"," ","  46.4"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-19","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  49.3","24","  44.6","24","1010.1","24","989.6","24","999.9"," 0","  4.3","24","  9.7","999.9","  57.2"," ","  43.5"," "," 0.57","G","999.9","000000"
"01293099999","2024-06-20","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  50.1","23","  44.2","23","1008.7","23","988.3","23","999.9"," 0","  3.0","23","  7.8","999.9","  63.7"," ","  43.2"," "," 0.12","G","999.9","000000"
"01293099999","2024-06-21","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  53.0","24","  48.0","24","1014.0","24","993.7","24","999.9"," 0","  1.7","24","  3.9","999.9","  61.7"," ","  44.4"," "," 0.26","G","999.9","000000"
"01293099999","2024-06-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  66.0","24","  48.4","24","1008.6","24","988.9","24","999.9"," 0","  3.2","24","  7.8","999.9","  81.7"," ","  46.8"," "," 0.02","G","999.9","000000"
"01293099999","2024-06-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  56.0","24","  51.5","24","1010.6","24","990.4","24","999.9"," 0","  2.6","24","  5.8","999.9","  72.5"," ","  48.9"," "," 0.06","G","999.9","000000"
"01293099999","2024-06-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  57.8","24","  48.2","24","1017.0","24","996.8","24","999.9"," 0","  2.0","24","  3.9","999.9","  69.8"," ","  48.6"," "," 0.17","G","999.9","000000"
"01293099999","2024-06-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  65.5","24","  51.4","24","1015.5","24","995.6","24","999.9"," 0","  3.8","24","  9.7","999.9","  83.8"," ","  45.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  62.3","23","  53.5","23","1017.2","23","997.1","23","999.9"," 0","  2.6","23","  7.8","999.9","  74.7"," ","  53.4"," "," 0.05","G","999.9","000000"
"01293099999","2024-06-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  76.0","24","  54.6","24","1008.5","24","989.1","24","999.9"," 0","  7.0","24"," 13.6","999.9","  87.6"," ","  56.1"," "," 0.06","G","999.9","000000"
"01293099999","2024-06-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  70.9","24","  55.3","24","1000.8","24","981.4","24","999.9"," 0","  6.3","24"," 13.6","999.9","  82.8"," ","  59.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-06-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  53.1","24","  48.8","24","1003.8","24","983.6","24","999.9"," 0","  3.1","24","  7.8","999.9","  73.9"," ","  45.0"," "," 0.11","G","999.9","000000"
