"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01293099999","2024-09-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.6","23","  33.5","23","1017.7","23","996.5","23","999.9"," 0","  2.6","23","  9.7","999.9","  45.3"," ","  30.2"," "," 0.60","G","999.9","000000"
"01293099999","2024-09-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.2","24","  34.1","24","1022.1","24","001.0","24","999.9"," 0","  2.6","24","  5.8","999.9","  50.2"," ","  25.9"," "," 0.17","G","999.9","000000"
"01293099999","2024-10-01","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.9","24","  42.0","24","1023.9","24","003.1","24","999.9"," 0","  2.0","24","  3.9","999.9","  53.8"," ","  39.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  42.1","24","  41.3","24","1022.1","24","001.1","24","999.9"," 0","  1.5","24","  3.9","999.9","  46.9"," ","  36.9"," "," 0.02","G","999.9","000000"
"01293099999","2024-10-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  46.2","24","  42.7","24","1021.7","24","000.9","24","999.9"," 0","  2.2","24","  3.9","999.9","  50.5"," ","  42.3"," "," 0.06","G","999.9","000000"
"01293099999","2024-10-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  45.0","24","  41.9","24","1019.3","24","998.5","24","999.9"," 0","  1.9","24","  5.8","999.9","  47.5"," ","  42.4"," "," 0.01","G","999.9","000000"
"01293099999","2024-10-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.3","24","  42.5","24","1013.5","24","992.8","24","999.9"," 0","  1.2","24","  3.9","999.9","  47.1"," ","  40.1"," "," 0.17","G","999.9","000000"
"01293099999","2024-10-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  41.7","24","  40.6","24","1009.1","24","988.4","24","999.9"," 0","  2.5","24","  5.8","999.9","  44.1"," ","  38.3"," "," 0.18","G","999.9","000000"
"01293099999","2024-10-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.8","24","  36.9","24","1009.4","24","988.6","24","999.9"," 0","  2.8","24","  5.8","999.9","  43.2"," ","  37.2"," "," 0.17","G","999.9","000000"
"01293099999","2024-10-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  49.4","24","  41.4","24","1002.7","24","982.4","24","999.9"," 0","  5.7","24","  7.8","999.9","  53.6"," ","  39.2"," "," 0.09","G","999.9","000000"
"01293099999","2024-10-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  49.1","24","  45.7","24"," 991.6","24","971.5","24","999.9"," 0","  2.9","24","  5.8","999.9","  54.0"," ","  43.2"," "," 0.02","G","999.9","000000"
"01293099999","2024-10-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.3","24","  35.2","24"," 993.0","24","972.4","24","999.9"," 0","  3.0","24","  5.8","999.9","  48.7"," ","  33.1"," "," 0.18","G","999.9","000000"
"01293099999","2024-10-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.7","24","  32.0","24"," 997.8","24","977.1","24","999.9"," 0","  3.3","24","  7.8","999.9","  42.1"," ","  32.5"," "," 0.33","G","999.9","000000"
"01293099999","2024-10-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  37.9","24","  27.1","24","1006.1","24","985.3","24","999.9"," 0","  8.0","24"," 15.5","999.9","  45.3"," ","  28.4"," "," 0.01","G","999.9","000000"
"01293099999","2024-10-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.4","24","  34.4","24","1006.2","24","985.6","24","999.9"," 0","  6.7","24"," 17.5","999.9","  50.9"," ","  31.8"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.9","24","  34.0","24","1014.8","24","993.8","24","999.9"," 0","  2.3","24","  3.9","999.9","  44.6"," ","  30.4"," "," 0.02","G","999.9","000000"
"01293099999","2024-10-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  30.9","24","  30.3","24","1019.9","24","998.5","24","999.9"," 0","  1.3","24","  1.9","999.9","  36.3"," ","  22.5"," "," 0.06","G","999.9","000000"
"01293099999","2024-10-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  38.5","24","  33.6","24","1018.5","24","997.5","24","999.9"," 0","  3.0","24","  7.8","999.9","  51.4"," ","  27.7"," "," 0.02","G","999.9","000000"
"01293099999","2024-10-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  52.3","24","  38.3","24","1010.1","24","989.8","24","999.9"," 0","  6.8","24"," 13.6","999.9","  57.0"," ","  42.4"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-18","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.3","24","  42.7","24","1012.2","24","991.6","24","999.9"," 0","  3.3","24","  5.8","999.9","  61.0"," ","  41.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-19","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  54.9","24","  45.7","24","1012.7","24","992.4","24","999.9"," 0","  6.2","24"," 13.6","999.9","  62.2"," ","  40.5"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-20","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  54.3","24","  47.5","24","1007.5","24","987.3","24","999.9"," 0","  4.9","24","  9.7","999.9","  59.5"," ","  48.7"," "," 0.20","G","999.9","000000"
"01293099999","2024-10-21","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  54.0","24","  41.4","24"," 994.7","24","974.8","24","999.9"," 0","  9.8","24"," 17.5","999.9","  61.5"," ","  42.6"," "," 0.04","G","999.9","000000"
"01293099999","2024-10-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  46.5","24","  36.8","24","1004.4","24","984.0","24","999.9"," 0","  5.5","24"," 11.7","999.9","  54.1"," ","  37.6"," "," 0.11","G","999.9","000000"
"01293099999","2024-10-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  45.4","24","  41.0","24","1011.1","24","990.5","24","999.9"," 0","  6.2","24"," 15.5","999.9","  52.2"," ","  37.6"," "," 0.38","G","999.9","000000"
"01293099999","2024-10-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.6","24","  44.4","24","1015.9","24","995.3","24","999.9"," 0","  2.8","24","  7.8","999.9","  56.8"," ","  34.2"," "," 0.91","G","999.9","000000"
"01293099999","2024-10-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.7","24","  34.9","24","1015.3","24","994.2","24","999.9"," 0","  2.6","24"," 11.7","999.9","  48.9"," ","  28.4"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.9","23","  34.0","23","1013.2","23","992.3","23","999.9"," 0","  3.9","23"," 13.6","999.9","  52.0"," ","  27.3"," "," 0.00","G","999.9","000000"
"01293099999","2024-10-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.8","24","  38.0","24","1001.9","24","981.4","24","999.9"," 0","  6.2","24"," 13.6","999.9","  52.0"," ","  32.2"," "," 0.01","G","999.9","000000"
"01293099999","2024-10-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.2","24","  32.3","24","1011.5","24","990.5","24","999.9"," 0","  4.5","24","  7.8","999.9","  41.5"," ","  32.5"," "," 0.11","G","999.9","000000"
"01293099999","2024-10-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.0","24","  33.0","24","1009.6","24","988.6","24","999.9"," 0","  4.4","24"," 11.7","999.9","  49.1"," ","  29.5"," "," 0.23","G","999.9","000000"
"01293099999","2024-10-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.6","24","  34.8","24","1009.2","24","988.2","24","999.9"," 0","  2.9","24","  5.8","999.9","  45.5"," ","  32.7"," "," 0.92","G","999.9","000000"
"01293099999","2024-10-31","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.1","24","  33.3","24","1002.5","24","981.6","24","999.9"," 0","  1.5","24","  3.9","999.9","  39.2"," ","  32.0"," "," 1.00","G","999.9","000000"
"01293099999","2024-11-01","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.5","24","  30.3","24","1000.3","24","979.4","24","999.9"," 0","  7.0","24"," 15.5","999.9","  37.8"," ","  29.7"," "," 0.50","G","  1.6","000000"
"01293099999","2024-11-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.5","24","  30.1","24","1020.7","24","999.4","24","999.9"," 0","  4.2","24","  7.8","999.9","  35.4"," ","  30.0"," "," 0.43","G","  2.8","000000"
"01293099999","2024-11-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  38.8","24","  36.6","24","1015.2","24","994.2","24","999.9"," 0","  5.3","24"," 11.7","999.9","  46.8"," ","  30.0"," "," 0.43","G","  0.8","000000"
"01293099999","2024-11-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  38.9","22","  37.9","22","1025.0","22","003.8","22","999.9"," 0","  2.0","22","  5.8","999.9","  48.0"," ","  30.0"," "," 0.39","G","999.9","000000"
"01293099999","2024-11-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.8","24","  43.2","24","1023.6","24","002.8","24","999.9"," 0","  2.2","24","  3.9","999.9","  48.0"," ","  42.1"," "," 0.09","G","999.9","000000"
"01293099999","2024-11-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  40.5","24","  39.6","24","1026.0","24","004.9","24","999.9"," 0","  1.8","24","  3.9","999.9","  44.1"," ","  38.5"," "," 0.01","G","999.9","000000"
"01293099999","2024-11-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  43.2","24","  42.6","24","1030.5","24","009.4","24","999.9"," 0","  2.1","24","  3.9","999.9","  48.6"," ","  35.2"," "," 0.04","G","999.9","000000"
"01293099999","2024-11-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.2","24","  33.8","24","1030.8","24","009.3","24","999.9"," 0","  1.6","24","  3.9","999.9","  41.7"," ","  29.1"," "," 0.00","G","999.9","000000"
"01293099999","2024-11-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  38.8","24","  38.2","24","1031.5","24","010.2","24","999.9"," 0","  2.3","24","  5.8","999.9","  45.3"," ","  31.1"," "," 0.02","G","999.9","000000"
"01293099999","2024-11-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  29.1","24","  28.8","24","1026.0","24","004.4","24","999.9"," 0","  1.8","24","  3.9","999.9","  37.8"," ","  26.2"," "," 0.00","G","999.9","000000"
"01293099999","2024-11-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  31.3","24","  31.0","24","1025.4","24","003.9","24","999.9"," 0","  1.2","24","  3.9","999.9","  40.8"," ","  24.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-11-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  40.5","24","  39.2","24","1029.9","24","008.7","24","999.9"," 0","  2.6","24","  5.8","999.9","  43.0"," ","  32.9"," "," 0.09","G","999.9","000000"
"01293099999","2024-11-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  44.5","24","  39.8","24","1016.9","24","996.2","24","999.9"," 0","  6.5","24"," 11.7","999.9","  52.5"," ","  40.1"," "," 0.17","G","999.9","000000"
"01293099999","2024-11-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.4","24","  36.0","24","1013.4","24","992.5","24","999.9"," 0","  6.0","24"," 11.7","999.9","  45.5"," ","  36.1"," "," 0.26","G","999.9","000000"
"01293099999","2024-11-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  48.2","24","  42.7","24"," 999.5","24","979.2","24","999.9"," 0","  4.5","24"," 13.6","999.9","  54.7"," ","  39.7"," "," 0.39","G","999.9","000000"
"01293099999","2024-11-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.8","24","  28.2","24"," 979.6","24","959.3","24","999.9"," 0","  9.6","24"," 13.6","999.9","  50.7"," ","  33.6"," "," 0.33","G","999.9","000000"
"01293099999","2024-11-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.4","22","  32.4","22"," 982.1","22","961.6","22","999.9"," 0","  4.9","22"," 11.7","999.9","  38.1"," ","  32.0"," "," 0.29","G","999.9","000000"
"01293099999","2024-11-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  17.3","24","  14.2","24"," 988.6","24","967.3","24","999.9"," 0","  2.6","24","  5.8","999.9","  26.6"," ","  10.6"," "," 0.00","G","  1.6","000000"
"01293099999","2024-11-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  22.2","24","  20.4","24"," 999.3","24","978.0","24","999.9"," 0","  2.1","24","  3.9","999.9","  30.2"," ","  16.0"," "," 0.11","G","  2.8","000000"
"01293099999","2024-11-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  28.8","24","  23.4","24"," 994.8","24","973.9","24","999.9"," 0","  6.4","24"," 11.7","999.9","  39.4"," ","  15.1"," "," 0.07","G","  1.6","000000"
"01293099999","2024-11-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  39.2","24","  32.6","24"," 983.3","24","963.0","24","999.9"," 0","  4.0","24","  7.8","999.9","  45.1"," ","  30.9"," "," 0.12","G","  1.6","000000"
"01293099999","2024-11-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.4","23","  30.4","23"," 997.6","23","976.8","23","999.9"," 0","  2.5","23","  7.8","999.9","  45.1"," ","  30.0"," "," 0.00","G","  1.2","000000"
"01293099999","2024-11-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  23.3","24","  21.0","24","1018.1","24","996.4","24","999.9"," 0","  1.9","24","  3.9","999.9","  33.4"," ","   9.3"," "," 0.00","G","  0.8","000000"
"01293099999","2024-11-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  14.5","24","  11.8","24","1024.4","24","002.2","24","999.9"," 0","  1.8","24","  3.9","999.9","  24.3"," ","   5.2"," "," 0.00","G","  0.8","000000"
"01293099999","2024-11-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.7","24","  29.6","24","1018.1","24","996.8","24","999.9"," 0","  1.9","24","  5.8","999.9","  40.3"," ","  20.5"," "," 0.00","G","  0.8","000000"
"01293099999","2024-11-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.5","22","  35.3","22","1009.1","22","988.2","22","999.9"," 0","  2.6","22","  5.8","999.9","  43.5"," ","  32.2"," "," 0.09","G","999.9","000000"
"01293099999","2024-12-02","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.5","24","  30.0","24","1004.4","24","983.5","24","999.9"," 0","  5.3","24"," 13.6","999.9","  51.4"," ","  27.3"," "," 0.09","G","999.9","000000"
"01293099999","2024-12-03","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  24.8","19","  22.6","19","1019.3","19","997.6","19","999.9"," 0","  2.5","19","  5.8","999.9","  30.0"," ","  17.4"," "," 0.09","G","999.9","000000"
"01293099999","2024-12-04","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  25.3","24","  12.5","24","1023.6","24","001.9","24","999.9"," 0","  5.4","24"," 11.7","999.9","  29.8"," ","  12.6"," "," 0.06","G","999.9","000000"
"01293099999","2024-12-05","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.0","24","  19.0","24","1010.5","24","989.4","24","999.9"," 0","  9.9","24"," 21.4","999.9","  35.2"," ","  25.9"," "," 0.00","G","999.9","000000"
"01293099999","2024-12-06","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.5","24","  25.6","24","1004.1","24","983.3","24","999.9"," 0","  8.3","24"," 21.4","999.9","  38.1"," ","  32.4"," "," 0.00","G","999.9","000000"
"01293099999","2024-12-07","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.8","24","  26.6","24","1009.8","24","988.8","24","999.9"," 0","  3.4","24","  5.8","999.9","  38.8"," ","  28.6"," "," 0.00","G","999.9","000000"
"01293099999","2024-12-08","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.8","24","  31.2","24","1028.8","24","007.4","24","999.9"," 0","  2.7","24","  7.8","999.9","  37.4"," ","  28.2"," "," 0.01","G","999.9","000000"
"01293099999","2024-12-09","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  25.5","24","  24.3","24","1039.7","24","017.6","24","999.9"," 0","  1.9","24","  3.9","999.9","  35.4"," ","  21.6"," "," 0.05","G","999.9","000000"
"01293099999","2024-12-10","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  34.1","24","  31.7","24","1031.4","24","009.9","24","999.9"," 0","  2.8","24","  5.8","999.9","  40.8"," ","  22.1"," "," 0.00","G","999.9","000000"
"01293099999","2024-12-11","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.5","24","  31.1","24","1031.6","24","010.1","24","999.9"," 0","  2.4","24","  5.8","999.9","  40.1"," ","  30.2"," "," 0.09","G","999.9","000000"
"01293099999","2024-12-12","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  29.8","24","  28.2","24","1030.5","24","008.9","24","999.9"," 0","  1.9","24","  3.9","999.9","  32.9"," ","  27.1"," "," 0.01","G","999.9","000000"
"01293099999","2024-12-13","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  37.2","24","  33.4","24","1014.5","24","993.5","24","999.9"," 0","  2.9","24","  5.8","999.9","  43.9"," ","  27.5"," "," 0.02","G","999.9","000000"
"01293099999","2024-12-14","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.4","24","  32.3","24"," 997.6","24","976.8","24","999.9"," 0","  3.0","24","  5.8","999.9","  35.8"," ","  32.0"," "," 0.24","G","999.9","000000"
"01293099999","2024-12-15","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.7","24","  30.8","24"," 990.6","24","969.9","24","999.9"," 0","  4.2","24"," 13.6","999.9","  37.4"," ","  30.7"," "," 0.19","G","  2.8","000000"
"01293099999","2024-12-16","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.3","24","  29.7","24"," 987.5","24","966.9","24","999.9"," 0"," 10.1","24"," 17.5","999.9","  35.4"," ","  31.8"," "," 0.93","G"," 10.6","000000"
"01293099999","2024-12-17","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.3","24","  31.1","24","1003.9","24","982.9","24","999.9"," 0","  4.9","24"," 11.7","999.9","  36.7"," ","  29.8"," "," 1.43","G"," 10.6","000000"
"01293099999","2024-12-18","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.2","19","  31.4","19"," 987.5","19","967.0","19","999.9"," 0","  5.0","19","  9.7","999.9","  44.2"," ","  27.1"," "," 0.50","G","  8.3","000000"
"01293099999","2024-12-19","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  33.3","24","  31.9","24"," 975.4","24","955.1","24","999.9"," 0","  2.5","24","  5.8","999.9","  44.2"," ","  28.9"," "," 0.18","G","  7.5","000000"
"01293099999","2024-12-20","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  29.1","24","  26.9","24"," 993.5","24","972.6","24","999.9"," 0","  4.1","24","  7.8","999.9","  33.3"," ","  22.5"," "," 0.11","G","  8.7","000000"
"01293099999","2024-12-21","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  20.4","24","  16.4","24"," 989.5","24","968.3","24","999.9"," 0","  4.0","24","  5.8","999.9","  29.5"," ","  12.7"," "," 0.03","G","  8.3","000000"
"01293099999","2024-12-22","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  23.6","24","  18.7","24"," 981.1","24","960.2","24","999.9"," 0","  4.8","24","  7.8","999.9","  28.8"," ","  17.6"," "," 0.00","G","  8.3","000000"
"01293099999","2024-12-23","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  25.7","24","  24.6","24","1004.8","24","983.5","24","999.9"," 0","  1.1","24","  1.9","999.9","  27.3"," ","  21.4"," "," 0.02","G","  8.7","000000"
"01293099999","2024-12-24","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.8","24","  28.8","24","1007.0","24","985.9","24","999.9"," 0","  3.3","24","  7.8","999.9","  39.0"," ","  22.8"," "," 0.04","G","  8.7","000000"
"01293099999","2024-12-25","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  41.8","24","  39.5","24","1010.6","24","989.9","24","999.9"," 0","  5.0","24"," 15.5","999.9","  53.1"," ","  34.5"," "," 0.17","G","  3.9","000000"
"01293099999","2024-12-26","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  41.0","24","  33.3","24","1021.1","24","000.1","24","999.9"," 0","  8.7","24"," 15.5","999.9","  49.8"," ","  34.2"," "," 0.57","G","  1.2","000000"
"01293099999","2024-12-27","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  36.4","24","  26.9","24","1026.2","24","004.9","24","999.9"," 0","  5.1","24","  7.8","999.9","  41.9"," ","  31.6"," "," 0.12","G","  0.8","000000"
"01293099999","2024-12-28","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  32.9","24","  30.0","24","1014.2","24","993.1","24","999.9"," 0","  2.6","24","  5.8","999.9","  40.5"," ","  29.7"," "," 0.00","G","  0.8","000000"
"01293099999","2024-12-29","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  35.3","24","  27.7","24"," 996.2","24","975.5","24","999.9"," 0"," 10.0","24"," 13.6","999.9","  42.4"," ","  30.0"," "," 0.02","G","  4.3","000000"
"01293099999","2024-12-30","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  27.8","24","  25.5","24","1002.6","24","981.5","24","999.9"," 0","  4.5","24","  9.7","999.9","  32.2"," ","  23.7"," "," 0.46","G"," 11.8","000000"
"01293099999","2024-12-31","63.4166666","11.7333333","171.0","MERAKER EGGE, NO","  18.6","24","  15.2","24","1006.4","24","984.7","24","999.9"," 0","  3.4","24","  9.7","999.9","  27.0"," ","  10.6"," "," 0.29","G"," 11.0","000000"
